Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
3,3.4,6,9,4,11.9,8.7,10.5,27,242
3,3.4,6,26,4,12.5,9.0,10.9,26,251
3,3.8,6,9,4,12.6,9.2,11.1,25,255
3,3.8,6,26,4,13.0,9.2,11.3,25,260
3,3.8,6,9,4,13.1,9.4,11.4,25,262
3,3.8,6,26,4,13.4,9.3,11.6,24,267
3,3.8,6,9,4,12.2,8.9,10.7,26,246
3,3.8,6,26,4,12.6,8.9,11.0,26,253
3,3.8,6,9,4,12.5,9.0,11.0,26,253
3,3.8,6,26,4,12.9,9.2,11.2,25,258
3,3.8,6,9,4,12.6,9.0,11.0,26,253
3,3.8,6,26,4,12.9,9.0,11.2,25,258
3,3.8,6,9,4,11.9,8.7,10.5,27,242
3,3.8,6,26,4,12.4,8.7,10.7,26,246
3,3.8,6,9,4,12.2,8.7,10.6,27,244
3,3.8,6,26,4,12.5,8.9,10.9,26,251
3,3.4,6,9,4,12.3,8.9,10.8,26,248
3,3.4,6,26,4,12.9,9.0,11.1,25,255
3,3.8,6,9,4,12.8,9.3,11.2,25,258
3,3.8,6,26,4,13.1,9.2,11.4,25,262
13,3.4,6,9,4,10.9,7.7,9.5,30,218
13,3.4,6,25,4,12.1,8.9,10.7,26,246
12,3.6,6,5,4,14.3,9.6,12.2,23,286
12,4.8,8,5,4,16.7,11.2,14.2,20,327
11,3.0,6,4,4,13.7,10.3,12.2,23,281
11,3.6,6,4,4,14.2,10.1,12.3,23,283
1,3.0,6,9,4,13.4,8.8,11.4,25,262
6,5.7,8,5,3,15.7,10.9,13.6,21,313
6,3.0,6,5,0,11.5,8.4,10.1,28,273
6,3.0,6,5,0,11.3,8.0,9.8,29,265
6,5.7,8,3,3,17.7,12.7,15.4,18,354
6,5.7,8,5,3,16.2,11.5,14.1,20,324
7,2.4,4,6,3,11.2,8.1,9.8,29,225
1,6.6,12,17,4,19.2,12.4,16.1,18,370
1,6.7,12,17,4,20.9,12.7,17.2,16,396
1,6.7,12,17,4,20.7,12.9,17.2,16,396
0,6.7,12,17,4,20.9,12.7,17.2,16,396
0,6.7,12,17,4,20.7,12.9,17.2,16,396
2,6.6,12,17,4,18.7,11.8,15.6,18,359
3,2.0,4,25,4,10.9,7.9,9.6,29,221
3,1.3,4,19,3,6.5,6.3,6.4,44,147
0,2.5,4,15,3,10.2,7.6,9.0,31,207
0,2.5,4,25,3,10.2,7.7,9.0,31,207
9,2.4,4,13,3,10.9,8.5,9.8,29,225
9,2.4,4,24,3,10.8,8.5,9.8,29,225
13,1.0,3,7,4,6.8,6.2,6.5,43,150
11,2.0,4,23,4,10.2,8.5,9.4,30,216
11,2.5,4,21,3,9.6,7.5,8.7,32,200
11,2.5,4,25,3,10.6,8.4,9.6,29,221
0,2.0,4,21,3,8.5,6.4,7.6,37,175
0,2.0,4,24,3,9.5,7.0,8.4,34,193
9,2.0,4,21,3,8.5,6.4,7.6,37,175
9,2.0,4,24,3,9.5,7.0,8.4,34,193
2,2.5,4,21,3,9.0,6.5,7.9,36,182
2,2.5,4,25,3,10.7,7.8,9.4,30,216
2,3.6,6,21,3,11.9,8.2,10.2,28,235
11,2.5,4,21,3,9.3,7.1,8.3,34,191
11,2.5,4,25,3,11.0,8.2,9.7,29,223
11,3.6,6,21,3,12.0,8.6,10.5,27,242
0,2.0,4,23,4,12.4,9.4,11.1,25,255
0,2.0,4,25,4,11.1,8.3,9.8,29,225
0,2.5,4,25,4,13.8,10.2,12.2,23,281
11,2.0,4,21,3,9.1,7.0,8.1,35,186
11,2.0,4,24,3,10.2,7.7,9.1,31,209
11,2.0,4,21,3,7.9,6.9,7.5,38,173
12,4.0,6,14,3,14.2,11.1,12.8,22,294
2,2.5,4,15,3,9.7,6.9,8.4,34,193
2,3.5,6,15,3,11.0,7.7,9.5,30,218
2,2.5,4,19,3,5.5,6.0,5.7,50,131
2,2.5,4,19,3,5.7,6.1,5.9,48,136
2,1.8,4,1,3,8.6,6.5,7.6,37,175
2,1.8,4,22,3,7.9,6.1,7.1,40,163
2,1.8,4,19,3,8.2,6.2,7.3,39,168
2,1.8,4,25,3,8.3,6.2,7.4,38,170
2,1.8,4,19,3,7.7,6.0,6.9,41,159
11,2.7,4,15,3,11.7,9.5,10.7,26,246
11,3.5,6,15,3,12.5,9.3,11.1,25,255
12,3.5,6,15,3,13.0,9.8,11.6,24,267
12,3.5,6,21,3,8.6,8.5,8.5,33,196
12,3.5,6,21,3,8.4,8.3,8.4,34,193
2,1.8,4,19,3,4.6,4.9,4.7,60,108
0,1.5,4,19,3,4.5,5.1,4.8,59,110
8,1.8,4,19,3,5.4,5.8,5.6,50,129
11,2.5,4,15,3,10.5,8.2,9.5,30,218
11,2.5,4,15,3,10.7,8.3,9.6,29,221
12,5.7,8,15,3,18.8,14.0,16.6,17,382
4,3.5,6,15,3,13.0,9.5,11.4,25,262
4,3.5,6,15,3,14.4,10.2,12.5,23,288
5,2.7,4,1,3,12.2,9.9,11.2,25,258
5,2.7,4,24,3,11.3,9.5,10.5,27,242
5,2.7,4,1,3,13.1,11.3,12.3,23,283
5,2.7,4,24,3,12.9,11.5,12.3,23,283
5,4.0,6,2,3,14.8,11.6,13.4,21,308
6,5.7,8,15,3,17.2,12.8,15.2,19,350
6,5.7,8,15,3,18.5,14.2,16.6,17,382
11,2.7,4,15,3,11.6,9.0,10.4,27,239
11,3.5,6,15,3,12.5,9.0,10.9,26,251
11,2.7,4,15,3,11.6,9.2,10.5,27,242
11,3.5,6,15,3,12.8,9.3,11.3,25,260
0,1.5,4,1,3,7.8,6.6,7.3,39,168
0,1.5,4,24,3,7.7,6.3,7.1,40,163
0,1.8,4,15,3,9.6,7.2,8.5,33,196
0,2.0,4,8,4,10.0,7.9,9.1,31,209
0,2.0,4,25,4,10.4,7.7,9.2,31,212
0,2.0,4,8,0,7.6,5.7,6.9,41,183
0,2.0,4,25,0,7.6,5.7,6.9,41,184
10,1.8,4,15,3,9.8,7.3,8.7,32,200
10,2.0,4,8,4,10.3,8.2,9.4,30,216
0,2.0,4,8,4,10.7,7.7,9.3,30,214
0,2.0,4,25,4,11.4,7.4,9.6,29,221
0,3.6,6,15,4,13.9,9.3,11.8,24,271
10,2.0,4,8,4,10.8,7.8,9.5,30,219
0,1.8,4,15,3,9.3,6.5,8.1,35,186
0,1.8,4,24,3,9.3,6.4,8.0,35,184
0,2.0,4,8,0,7.6,5.5,6.5,43,177
0,2.0,4,25,0,7.8,5.2,6.5,43,178
0,2.0,4,8,4,9.5,7.2,8.5,33,196
0,2.0,4,25,4,9.4,6.9,8.3,34,191
9,1.8,4,15,3,9.4,6.8,8.2,34,193
9,1.8,4,24,3,9.5,6.6,8.2,34,189
9,2.0,4,8,0,7.6,5.6,6.7,42,180
9,2.0,4,25,0,7.6,5.5,6.7,42,179
0,1.8,4,15,3,9.3,6.3,7.9,36,182
0,1.8,4,24,3,9.3,6.3,8.0,35,184
0,2.0,4,15,3,10.4,7.0,8.9,32,205
0,2.0,4,24,3,9.5,6.9,8.4,34,193
0,2.0,4,8,0,7.6,5.2,6.5,43,175
0,2.0,4,25,0,7.6,5.1,6.5,43,176
0,2.0,4,8,4,10.0,7.3,8.8,32,202
0,2.0,4,25,4,10.3,7.2,8.9,32,205
0,1.4,4,9,4,5.6,4.9,5.3,53,122
2,1.8,4,15,3,9.7,6.6,8.3,34,191
2,1.8,4,24,3,9.8,6.7,8.4,34,193
2,2.0,4,8,0,7.8,5.6,6.9,41,185
2,2.0,4,25,0,7.8,5.3,6.7,42,182
2,3.6,6,8,4,11.9,8.5,10.4,27,239
11,2.0,4,15,4,11.5,9.3,10.5,27,242
11,2.0,4,25,4,13.0,9.0,11.2,25,258
11,2.0,4,15,4,11.7,9.4,10.7,26,246
12,3.6,6,17,4,14.1,10.4,12.4,23,292
0,3.0,6,15,3,12.8,8.9,11.0,26,253
0,2.0,4,17,3,9.8,6.6,8.4,34,193
0,2.5,5,15,3,11.6,8.2,10.1,28,232
0,2.0,4,17,4,10.1,7.3,8.9,32,205
0,3.0,6,15,3,12.9,9.0,11.2,25,258
2,2.0,4,17,3,9.8,6.6,8.4,34,193
2,3.0,6,15,3,12.9,9.0,11.2,25,258
11,2.0,4,17,3,9.8,7.6,8.8,32,202
11,2.5,5,15,3,11.8,8.5,10.3,27,237
9,3.0,6,15,3,12.8,8.9,11.0,26,253
9,2.0,4,17,3,9.8,6.6,8.4,34,193
9,2.5,5,15,3,11.6,8.2,10.1,28,232
9,3.0,6,15,3,12.9,9.0,11.2,25,258
11,3.2,6,15,3,13.1,9.5,11.5,25,264
11,2.5,5,15,3,13.0,9.4,11.4,25,262
11,2.0,4,17,4,10.7,7.8,9.4,30,216
11,3.0,6,15,3,13.6,9.9,11.9,24,274
11,3.2,6,15,3,13.1,9.1,11.3,25,260
0,2.4,4,10,4,9.3,6.6,8.1,35,189
11,3.5,6,18,4,12.7,9.1,11.1,25,254
11,3.5,6,18,4,12.2,9.1,10.7,26,251
11,3.5,6,15,4,12.4,8.6,10.7,26,249
2,3.5,6,15,4,11.9,7.7,10.0,28,235
2,3.5,6,9,4,8.0,7.5,7.7,37,180
0,2.4,4,10,4,9.6,6.6,8.3,34,196
0,3.5,6,18,4,11.2,7.5,9.6,29,226
13,1.8,4,8,4,9.7,6.9,8.4,34,197
3,5.9,12,3,4,18.0,12.6,15.6,18,365
10,6.0,12,5,4,16.8,10.9,14.2,20,332
3,6.0,12,5,4,17.6,11.4,14.8,19,346
13,4.7,8,9,4,17.4,11.3,14.7,19,343
13,4.7,8,25,4,18.1,12.3,15.5,18,362
13,6.0,12,9,4,19.5,12.8,16.5,17,390
10,1.8,4,8,3,10.0,7.1,8.7,32,204
10,2.0,4,8,3,9.8,7.2,8.6,33,201
10,2.0,4,8,3,10.1,7.5,8.9,32,208
0,2.0,4,23,4,9.9,7.6,8.9,32,212
0,2.0,4,17,4,11.0,7.8,9.6,29,224
0,2.0,4,25,4,10.6,7.3,9.1,31,214
9,2.0,4,17,4,11.2,8.4,9.9,29,232
10,2.0,4,17,4,11.0,7.8,9.6,29,224
10,2.0,4,25,4,10.6,7.3,9.1,31,214
10,2.0,4,17,4,11.3,8.0,9.8,29,230
2,2.0,4,17,4,10.8,7.3,9.2,31,211
2,3.0,6,17,4,11.6,7.9,9.9,29,232
2,3.0,6,17,0,9.4,6.2,7.8,36,213
2,3.0,6,17,4,12.6,8.0,10.5,27,247
2,4.0,8,17,4,12.9,8.0,10.7,26,249
1,4.0,8,17,4,13.1,8.3,10.9,26,255
0,2.0,4,15,4,12.0,8.2,10.3,27,242
0,2.0,4,15,4,11.9,8.4,10.3,27,240
11,2.0,4,17,4,12.0,8.5,10.4,27,244
11,3.0,6,17,4,13.2,9.2,11.4,25,267
11,2.0,4,17,4,9.8,7.9,8.9,32,209
10,2.0,4,8,4,10.1,7.7,9.0,31,211
0,3.0,6,9,4,13.0,8.5,11.0,26,257
0,3.0,6,25,4,13.8,9.0,11.7,24,273
10,3.0,6,9,4,13.0,8.5,11.0,26,257
10,3.0,6,25,4,13.8,9.0,11.7,24,273
10,3.0,6,9,4,13.3,9.1,11.4,25,266
2,4.0,8,9,4,13.3,8.8,11.3,25,263
2,4.0,8,9,4,13.4,8.8,11.4,25,265
2,4.0,8,17,4,15.7,9.4,12.8,22,300
11,3.0,6,17,4,14.1,9.9,12.2,23,285
10,2.0,4,8,3,10.1,7.8,9.1,31,209
13,2.0,4,8,3,10.1,7.8,9.1,31,209
10,2.0,4,8,4,10.3,8.6,9.5,30,222
0,6.0,12,17,4,18.9,11.2,15.4,18,360
10,6.0,12,17,4,19.6,11.7,16.0,18,375
2,6.8,8,17,4,21.0,13.1,17.5,16,408
10,2.0,4,17,4,9.9,6.5,8.4,34,197
10,2.0,4,25,4,10.7,7.0,9.0,31,211
10,2.0,4,17,4,10.4,6.8,8.8,32,207
10,2.0,4,17,4,10.5,6.9,8.9,32,209
0,2.0,4,17,4,9.9,6.5,8.4,34,197
0,2.0,4,25,4,10.7,7.0,9.0,31,211
0,2.0,4,17,4,10.4,6.8,8.8,32,207
0,2.0,4,17,0,7.7,5.7,6.8,42,183
9,2.0,4,17,0,7.7,5.7,6.8,42,183
0,2.0,4,17,4,10.5,6.9,8.9,32,209
1,2.0,4,17,4,10.5,6.9,8.9,32,209
9,2.0,4,17,4,10.5,6.9,8.9,32,209
1,3.0,6,17,4,12.0,7.9,10.2,28,238
0,3.0,6,17,4,10.9,7.2,9.3,30,217
0,3.0,6,25,4,11.6,7.8,9.9,29,231
0,3.0,6,17,4,10.9,7.3,9.3,30,216
0,3.0,6,25,4,11.9,8.3,10.3,27,241
10,2.0,4,17,4,10.8,6.7,8.9,32,211
0,2.0,4,17,4,10.8,6.7,8.9,32,211
0,2.0,4,25,4,10.9,6.8,9.0,31,210
10,2.0,4,17,4,11.3,7.1,9.4,30,221
10,3.0,6,17,4,11.8,7.6,9.9,29,232
0,3.0,6,17,4,11.6,7.7,9.9,29,232
0,3.0,6,25,4,12.1,8.4,10.5,27,246
10,3.0,6,17,4,11.9,8.1,10.2,28,238
0,3.0,6,17,4,12.0,7.9,10.2,28,238
0,3.0,6,25,4,12.3,8.4,10.5,27,247
2,2.0,4,17,4,10.5,6.9,8.9,32,209
2,3.0,6,17,0,9.2,6.3,7.9,36,212
2,3.0,6,17,4,11.9,8.1,10.2,28,238
1,3.0,6,17,4,13.0,9.1,11.2,25,263
2,4.4,8,17,4,14.4,9.6,12.3,23,288
1,4.4,8,17,4,14.3,9.3,12.1,23,283
0,3.0,6,17,4,11.9,8.1,10.2,28,238
10,4.4,8,17,4,14.3,9.3,12.1,23,283
0,4.4,8,17,4,14.4,9.6,12.3,23,288
0,4.4,8,17,4,14.3,9.3,12.1,23,283
2,3.0,6,17,4,10.6,7.9,9.4,30,219
10,3.0,6,9,4,11.8,8.8,10.4,27,244
10,3.0,6,25,4,12.7,9.2,11.1,25,260
10,3.0,6,17,4,11.6,7.7,9.9,29,232
10,3.0,6,25,4,11.9,8.6,10.4,27,245
10,3.0,6,25,4,12.1,8.4,10.5,27,246
10,3.0,6,17,4,12.0,7.9,10.2,28,238
0,3.0,6,9,4,14.1,9.7,12.1,23,284
0,3.0,6,25,4,13.7,9.0,11.6,24,271
10,3.0,6,9,4,14.2,9.6,12.1,23,282
10,3.0,6,25,4,14.1,9.0,11.8,24,278
2,4.4,8,9,4,17.3,11.5,14.7,19,344
2,4.4,8,25,4,16.1,10.9,13.7,21,321
0,4.4,8,9,4,17.3,11.5,14.7,19,344
0,4.4,8,25,4,16.1,10.9,13.7,21,321
10,4.4,8,9,4,17.3,11.5,14.7,19,344
10,4.4,8,25,4,16.1,10.9,13.7,21,321
11,2.0,4,17,4,10.7,7.4,9.2,31,215
11,2.0,4,17,0,8.6,6.9,7.9,36,211
11,2.0,4,17,4,11.1,8.4,9.9,29,231
11,3.0,6,17,4,12.7,8.8,10.9,26,257
11,3.0,6,17,4,12.8,9.5,11.3,25,264
11,2.0,4,17,4,11.7,8.4,10.2,28,238
12,4.4,8,17,4,16.6,12.1,14.6,19,343
12,3.0,6,17,0,10.0,7.6,8.9,32,233
12,3.0,6,17,4,13.0,9.7,11.5,25,269
12,4.4,8,17,4,15.7,11.4,13.8,20,322
13,2.0,4,17,4,10.7,7.1,9.1,31,212
13,2.0,4,25,4,10.7,7.0,9.0,31,211
13,3.0,6,9,4,13.7,10.0,12.1,23,282
12,3.6,6,3,3,15.8,10.6,13.4,21,315
12,3.6,6,3,3,16.1,10.8,13.7,21,323
11,1.4,4,15,3,9.5,7.2,8.5,33,199
11,1.4,4,15,3,10.2,8.0,9.2,31,215
11,1.4,4,15,3,8.5,6.9,7.8,36,182
11,1.4,4,15,3,8.9,7.4,8.2,34,192
11,2.0,4,3,4,11.8,9.1,10.6,27,248
2,3.6,6,15,3,13.7,8.6,11.4,25,268
2,3.6,6,15,1,18.7,12.4,15.8,18,260
2,2.4,4,15,3,9.6,6.5,8.2,34,193
2,3.6,6,15,3,13.8,9.0,11.7,24,274
2,3.6,6,15,1,18.5,12.5,15.8,18,263
2,2.0,4,15,4,11.4,7.9,9.8,29,231
2,2.0,4,25,4,11.6,7.6,9.8,29,230
2,2.0,4,15,4,12.4,8.7,10.7,26,252
0,2.0,4,15,4,11.4,7.9,9.8,29,231
0,2.0,4,25,4,11.6,7.6,9.8,29,230
0,2.4,4,15,3,11.3,7.4,9.6,29,224
0,2.0,4,17,4,10.5,7.6,9.2,31,215
0,2.0,4,25,4,12.0,8.1,10.3,27,240
0,2.5,4,17,3,10.6,7.3,9.1,31,214
0,3.6,6,17,3,11.6,7.9,9.9,29,233
0,2.0,4,17,4,10.8,7.8,9.4,30,221
0,3.6,6,17,3,12.2,8.5,10.5,27,247
0,3.6,6,17,4,14.7,9.8,12.5,23,293
0,3.6,6,25,4,14.2,10.2,12.4,23,289
1,2.0,4,17,4,11.0,7.6,9.5,30,222
1,3.0,6,17,4,13.0,9.0,11.2,25,263
1,3.6,6,17,3,12.8,8.7,11.0,26,257
2,2.0,4,17,4,11.0,7.6,9.5,30,221
2,3.6,6,17,3,11.6,7.9,9.9,29,233
2,2.0,4,17,4,11.2,8.1,9.8,29,229
2,3.6,6,17,3,12.2,8.5,10.5,27,247
2,3.6,6,17,4,14.7,9.8,12.5,23,293
2,6.2,8,17,4,16.6,11.1,14.1,20,332
12,6.2,8,5,4,16.0,11.2,13.9,20,325
12,3.6,6,15,3,14.2,9.8,12.3,23,287
12,3.6,6,15,3,14.8,10.4,12.8,22,300
1,3.6,6,15,3,13.6,8.6,11.3,25,263
1,3.6,6,15,3,13.9,8.9,11.6,24,273
1,3.6,6,15,4,15.0,10.2,12.8,22,302
0,2.0,4,17,4,10.9,7.5,9.3,30,218
0,2.0,4,25,4,11.4,7.9,9.8,29,229
0,3.6,6,17,3,12.3,8.5,10.6,27,248
0,3.6,6,25,3,13.2,8.7,11.2,25,261
0,6.2,8,17,4,14.2,8.4,11.6,24,272
0,6.2,8,25,4,14.3,9.4,12.1,23,284
7,2.0,4,19,3,9.7,9.0,9.4,30,220
5,2.5,4,3,3,11.9,8.9,10.5,27,247
5,2.5,4,25,3,12.2,9.1,10.8,26,253
5,2.8,4,3,0,10.8,7.7,9.4,30,252
5,3.6,6,3,3,13.0,9.2,11.3,25,265
5,2.5,4,3,3,12.7,9.6,11.3,25,265
5,2.8,4,3,0,12.0,8.2,10.3,27,277
5,3.6,6,3,3,13.6,9.9,11.9,24,279
13,6.2,8,17,4,14.6,8.1,11.7,24,275
13,6.2,8,26,4,13.7,8.2,11.2,25,263
13,6.2,8,17,4,17.7,10.2,14.3,20,335
13,6.2,8,26,4,15.7,10.6,13.4,21,313
0,1.4,4,15,3,7.8,5.6,6.8,42,159
0,1.4,4,25,3,8.2,5.8,7.1,40,167
0,1.4,4,15,3,7.8,5.9,6.9,41,160
2,1.4,4,15,3,9.1,6.3,7.8,36,184
2,1.4,4,25,3,9.0,6.2,7.8,36,182
2,1.8,4,15,3,10.5,6.8,8.8,32,207
2,1.8,4,25,3,9.4,6.6,8.1,35,190
2,1.4,4,3,3,9.0,6.1,7.7,37,181
2,1.4,4,25,3,8.4,5.6,7.1,40,167
11,2.4,4,3,3,10.5,7.3,9.1,31,214
11,3.6,6,3,3,14.2,9.5,12.1,23,285
11,2.4,4,3,1,15.6,10.8,13.4,21,221
11,2.4,4,3,3,11.5,8.2,10.0,28,235
11,3.6,6,3,3,14.9,10.1,12.8,22,300
11,2.4,4,3,1,16.3,11.6,14.2,20,236
15,6.0,8,3,3,22.0,14.9,18.8,15,441
15,6.0,8,3,3,23.0,16.0,19.8,14,465
1,2.5,4,15,3,10.6,7.5,9.2,31,215
1,3.6,6,15,3,12.5,8.2,10.6,27,248
1,3.6,6,15,1,17.0,11.5,14.5,19,239
2,3.6,6,15,3,13.9,9.3,11.9,24,272
2,3.6,6,15,2,15.2,9.5,12.7,22,213
2,1.5,4,3,3,8.7,6.3,7.6,37,179
2,2.0,4,17,4,10.6,7.1,9.0,31,211
2,2.5,4,15,3,10.0,7.0,8.6,33,202
2,1.8,4,19,3,5.0,5.1,5.1,55,122
6,5.3,8,3,3,14.6,10.4,12.7,22,298
6,6.2,8,5,4,16.1,11.4,14.0,20,328
6,4.3,6,3,3,13.5,10.0,11.9,24,280
6,4.3,6,3,1,19.3,14.4,17.1,17,284
6,5.3,8,3,1,19.9,14.0,17.2,16,286
6,5.3,8,3,3,15.0,10.7,13.1,22,307
6,6.2,8,5,4,16.3,11.6,14.2,20,332
6,4.3,6,3,3,14.2,10.7,12.6,22,296
6,4.3,6,3,1,20.3,15.3,18.1,16,301
6,5.3,8,3,3,15.0,10.7,13.1,22,306
6,5.3,8,3,1,20.5,14.4,17.8,16,295
6,5.3,8,5,3,14.4,11.2,13.0,22,304
0,1.4,4,15,3,9.0,6.8,8.0,35,188
0,1.4,4,25,3,8.5,6.2,7.5,38,175
0,1.8,4,15,3,9.6,6.7,8.3,34,195
0,1.8,4,24,3,9.0,6.8,8.0,35,187
0,1.4,4,15,3,9.5,7.1,8.4,34,195
0,1.4,4,25,3,8.9,7.0,8.0,35,189
9,1.4,4,15,3,9.0,6.8,8.0,35,188
9,1.4,4,25,3,8.5,6.2,7.5,38,175
9,1.8,4,15,3,9.6,6.7,8.3,34,195
9,1.8,4,24,3,9.0,6.8,8.0,35,187
9,1.4,4,15,3,9.5,7.1,8.4,34,195
9,1.4,4,25,3,8.9,7.0,8.0,35,189
10,1.4,4,19,3,7.6,5.7,6.7,42,157
10,1.4,4,24,3,7.8,5.8,6.9,41,162
12,5.3,8,3,3,15.1,10.4,13.0,22,304
12,5.3,8,3,1,20.5,14.0,17.6,16,288
12,5.3,8,3,3,15.4,10.8,13.3,21,312
12,5.3,8,3,1,22.2,15.3,19.1,15,317
12,5.3,8,3,3,15.2,10.8,13.2,21,310
12,5.3,8,3,1,20.9,14.5,18.0,16,300
11,1.4,4,15,3,9.2,7.0,8.2,34,193
11,1.4,4,25,3,9.1,6.9,8.1,35,190
11,1.4,4,15,3,9.7,7.6,8.7,32,205
2,2.4,4,6,3,10.2,6.4,8.5,33,198
2,2.4,4,6,1,13.6,8.5,11.3,25,186
2,3.6,6,6,3,12.4,7.5,10.2,28,239
2,3.6,6,6,1,16.5,10.1,13.6,21,225
2,3.6,6,6,3,12.8,8.1,10.7,26,250
2,3.6,6,6,1,16.9,10.8,14.1,20,232
1,3.6,6,5,3,12.4,7.7,10.3,27,240
1,3.6,6,5,1,16.8,10.3,13.9,20,229
1,5.7,8,5,3,14.8,9.3,12.3,23,289
1,3.6,6,5,3,12.8,8.6,10.9,26,257
1,3.6,6,5,1,17.3,11.7,14.8,19,243
4,3.6,6,3,3,14.1,9.5,12.0,24,282
4,3.6,6,3,1,19.7,13.3,16.8,17,279
2,3.6,6,5,3,12.4,7.8,10.3,27,242
2,5.7,8,25,3,15.6,10.0,13.1,22,307
2,6.4,8,25,4,16.8,10.4,13.9,20,326
2,5.7,8,5,3,14.8,9.3,12.3,23,289
2,6.4,8,5,4,15.7,9.5,12.9,22,302
2,6.2,8,5,4,17.6,10.7,14.5,19,339
2,6.2,8,25,4,18.1,11.4,15.1,19,353
1,3.6,6,2,3,13.7,8.9,11.5,25,271
1,3.6,6,2,1,18.7,12.4,15.9,18,264
1,5.7,8,2,3,15.7,9.6,12.9,22,302
1,6.4,8,5,4,15.7,9.5,12.9,22,302
1,5.7,8,2,3,16.1,10.0,13.4,21,313
1,6.2,8,5,4,17.6,10.7,14.5,19,339
2,2.0,4,25,3,9.4,6.5,8.1,35,189
2,2.4,4,3,3,10.1,6.8,8.6,33,202
2,2.4,4,25,3,10.5,6.7,8.8,32,205
2,2.0,4,3,3,9.9,7.0,8.6,33,201
2,2.0,4,3,1,13.3,9.3,11.5,25,187
2,2.4,4,3,3,10.6,7.5,9.2,31,215
2,2.4,4,25,3,10.2,7.0,8.8,32,207
2,1.4,4,8,3,8.4,5.9,7.3,39,171
2,1.4,4,25,3,8.5,5.8,7.3,39,171
12,3.6,6,5,3,12.8,9.5,11.3,25,265
12,5.7,8,5,3,16.7,10.7,14.0,20,329
4,3.6,6,3,3,13.7,9.4,11.8,24,276
4,3.6,6,3,1,19.2,13.1,16.4,17,269
11,2.4,4,1,3,12.7,9.1,11.1,25,260
11,3.6,6,3,3,14.2,9.4,12.1,23,283
11,3.6,6,3,1,18.9,12.9,16.2,17,270
11,3.6,6,3,3,14.5,9.9,12.4,23,292
13,8.4,10,25,4,19.2,11.3,15.6,18,364
3,1.4,4,3,3,8.7,6.9,7.9,36,183
3,1.4,4,24,3,7.9,6.3,7.2,39,168
3,1.4,4,24,3,7.6,5.9,6.8,42,160
3,1.4,4,3,3,9.6,7.3,8.6,33,200
3,1.4,4,24,3,8.5,6.9,7.8,36,183
9,1.4,4,3,3,10.6,7.8,9.4,30,218
9,1.4,4,8,3,9.9,7.2,8.7,32,203
9,1.4,4,25,3,9.3,7.1,8.3,34,194
11,1.4,4,25,3,9.5,6.9,8.3,34,194
11,2.4,4,6,3,10.6,7.6,9.3,30,217
11,2.4,4,6,3,11.0,7.9,9.6,29,224
1,2.0,4,19,3,5.6,6.4,6.0,47,140
11,2.0,4,15,3,11.5,7.8,9.8,29,231
11,2.0,4,15,3,11.3,7.9,9.8,29,228
11,3.5,6,15,3,13.4,9.0,11.4,25,268
11,2.0,4,15,3,11.8,8.4,10.3,27,240
11,2.7,6,15,3,13.6,9.8,11.9,24,278
11,3.5,6,15,3,13.7,9.6,11.8,24,278
11,1.6,4,15,3,10.1,7.4,8.9,32,208
11,2.0,4,15,3,10.9,7.9,9.6,29,224
11,2.5,4,15,3,10.9,7.6,9.4,30,220
11,1.6,4,15,3,10.5,7.9,9.4,30,220
11,2.0,4,15,3,11.4,8.4,10.0,28,236
12,3.5,6,15,3,16.2,11.9,14.3,20,334
12,3.5,6,15,3,16.4,12.1,14.4,20,338
12,2.3,4,15,3,12.6,8.5,10.8,26,253
12,3.5,6,15,3,13.9,9.6,12.0,24,280
12,3.5,6,15,1,18.7,12.9,16.1,18,264
12,2.3,4,15,3,13.1,9.1,11.3,25,265
12,3.5,6,15,3,14.9,10.7,13.0,22,305
12,3.5,6,15,3,14.4,10.4,12.6,22,295
12,3.5,6,15,1,19.7,14.1,17.2,16,282
6,2.7,6,15,3,12.3,9.2,10.9,26,256
6,3.5,6,15,3,13.5,9.8,11.9,24,278
6,2.7,6,15,3,13.1,9.8,11.2,25,263
6,3.5,6,15,3,14.7,10.7,12.9,22,303
6,3.5,6,3,3,13.2,9.6,11.6,24,272
6,3.5,6,3,1,17.9,13.0,15.7,18,261
6,5.0,8,15,3,15.3,10.6,13.2,21,309
6,5.0,8,15,1,20.6,14.3,17.8,16,292
6,5.0,8,15,3,16.8,11.8,14.5,19,341
6,5.0,8,15,1,20.6,14.3,17.8,16,293
6,2.7,6,15,3,13.1,10.1,11.7,24,275
6,2.7,6,15,3,13.3,10.7,12.3,23,288
6,3.5,6,15,3,15.6,11.7,13.8,20,324
6,3.5,6,3,3,14.0,10.6,12.5,23,292
6,3.5,6,3,1,19.1,14.3,16.9,17,278
6,5.0,8,15,3,16.0,11.3,13.8,20,324
6,5.0,8,15,1,21.6,15.1,18.7,15,306
6,5.0,8,15,3,16.8,12.4,14.8,19,347
6,5.0,8,15,1,21.8,15.3,18.8,15,310
10,1.6,4,15,3,8.7,6.4,7.6,37,180
10,1.6,4,24,3,8.5,6.5,7.6,37,179
10,1.0,3,24,3,7.5,5.5,6.6,43,153
